# Gene Family	RAG_100	RAG_101	RAG_102	RAG_103	RAG_104	RAG_105	RAG_106	RAG_107	RAG_108
K13632	1.68	0	0	0	0	0	0	0	0
K13634	0	0	0	0	0	0	0	0	0
K13635	0	0	0	0	0	0	0	0.317	0
K13636	2.549	0	0	0.949	0	0.392	0	0	0
K13637	1.872	0	0	0	0	0.855	0	0.516	0
K13638	4.028	0	0.224	0	0.342	0.903	1.132	0.572	0
K13639	8.558	0	0.197	0.513	0.301	0.954	0	0.863	0
K13640	0	0	2.57	0	0	0	0	0	0
K13641	6.822	0	0.328	0	0.619	0.943	0	1.365	0
K13643	0.641	0	0	0.239	0.281	0.369	0	0	0
K13650	3.698	0	0	0	0	0	0	0.386	0
K13651	8.743	0	0	2.385	0	0.336	0	0.74	0
K13652	0	0	0	1.085	2.318	0	0	0.202	0
K13653	0	0	0	0	0	0	0	0	0
K13654	1.764	0	0	0	0	0	0	0	0
K13655	3.626	0	0	0	0	0	0	0.456	0
K13677	0.37	0.715	0	0	0	11.343	0	0	0
K13678	0	2.486	0	0	0	0	0	0	0
K13683	0	0	0	0	0	0	0	0	0
K13684	0	0	0	0	0	0	0	0	0
K13694	5.245	0.197	0.87	5.036	29.983	2.315	1.215	14.134	0
K13695	3.742	0	0	0	0	0.714	0	0.36	0
K13727	0	0	0	0	0	0	0	0	0
K13732	0	0	0	0	0	0	0	0	0
K13735	0.856	0	0	0	0	0	0	0	0
K13747	2.049	6.499	17.498	1.669	71.27	23.925	4.247	19.952	0.885
K13771	3.581	0	0	0	0.228	0.632	0	0.817	0
K13774	0	0	0	0	0	0	0	0	0
K13787	0	0.852	2.068	0	0	1.742	5.389	0	0
K13788	1.453	0	0.81	0	0.32	0	0	0	0
K13789	3.405	15.984	11.031	10.328	40.973	19.322	14.732	24.988	1.811
K13795	0	0	0	0	0	0	0	0	0
K13797	0	0	0	0	0	0	0	0	0
K13798	0	0	0	0	0	0	0	0	0.956
K13812	0	0	0	0	0	0	0	0	0
K13818	0.261	0.525	0	0.723	0	0	4.355	0	0
K13819	0	0	0	0	0	0	0	0	0
K13821	0.621	0	0	0.153	0	0.117	0.084	0.108	0
K13829	0	0.471	1.988	0.282	0	0	0	0.552	0
K13832	0	0	0	0	0	0	0	0	0
K13877	0	0	0	0	0	0	0	0	0
K13888	5.313	0	0	0	0	0	0	0.239	0
K13889	1.121	0	0	0	0	0	0	0.368	0
K13890	2.213	0	0	0	0	0	0	0.419	0
K13891	0	0	0	0	0	0.268	0	0.599	0
K13892	1.571	0	0	0	0	0	0	0	0
K13893	3.536	0	0	0.299	0	0	0.502	0	0
K13894	0	0	0	0	0	0.838	0	0	0
K13895	3.107	0	0	0	0	0.641	0	0.501	0
K13896	1.28	0	0	0	0	0	0	0.193	0
K13918	0	0	0	0	0	0	0	0	0
K13919	0	0	0	0	0.623	0	0	0	0
K13920	0	0	0	0	1.215	0	0	0.187	0
K13921	0	0	0	0	0	0	0	0	0
K13922	0	0	0	0	0.486	0	0	0	0
K13923	0.328	0.224	0	0	0	0	0	0	0
K13926	3.773	0	0	0	0	0	0	0.207	0
K13927	0	0.454	0	0	0	0	3.42	0	0
K13928	0	0	0	0	0	0	0	0	0
K13929	0.418	0	0	0	0	0	0	0	0
K13930	0	0	0	0	0	0	0	0	0
K13932	0	0.255	0	0	0	0	0	0	0
K13933	0	0	0	0	0	0	0	0	0
K13934	0	0	0	0	0	0	0	0	0
K13935	0	0	0	0	0	0	0	0	0
K13938	3.129	0	0	0	0	0.354	0	0.281	0
K13940	0.322	3.681	8.288	0.898	1.07	1.497	0.567	2.127	0
K13953	0	3.471	0	0.239	0.3	0.356	0	0.268	0
K13954	4.322	1.863	0	0	0	0	2.564	0.644	0
K13963	0.23	0.614	0.367	0.718	0.419	8.182	0	0.318	0
K13979	2.955	0	0	0	9.719	0	0	0.565	0
K13990	0.336	0.17	0	0	4.266	0	0	0	0.415
K13993	0	2.148	1.406	9.931	35.157	3.647	8.701	15.834	0
K14051	1.734	0	0	0	0.065	0.093	0	0	0
K14052	4.161	0	0	0	0	0	0	0	0
K14053	0	0	0	0	0.256	0.708	0	1.017	0
K14054	0	0	0	0	0	0	0	0.357	0
K14055	0	0	0	0	0	0	0	0.259	0
K14056	2.22	0	0	0.499	0	0	0	0.223	0
K14057	0	0	0	0	0	0	0	0	0
K14058	0.201	0	0	0	0	0.519	0	0.47	0
K14059	1.135	0	0	0	0	0	0	0.263	0
K14060	1.561	0	0	0	0	0	0	0.311	0
K14061	0	0	0	0	0	0	0	0	0
K14062	0.561	0	0	0	0	0	0	0	0
K14063	2.131	0	0	0	0	0	0	0	0
K14064	5.975	0	0	0	0.565	0.536	0.895	0.808	0
K14065	6.977	0	0	0.722	0.564	0.983	1.119	1.535	0
K14080	0	0	0	0	0	0	0	0	0
K14081	0	0	0	0	0	0	0	0	0
K14083	0	0	0	0	0	0	0	0	0
K14088	0	0	0	0	0	0	0	0	0
K14089	0	0	0	0	0	0	0	0	0
K14090	0	0	0	0	0	0.351	0	0	0
K14105	0	0	0	0	0	0.998	1.251	0	0
K14110	0	0	0	0	0	0	0	0	0
K14111	0	0	0	0	0	0	0	0	0.849
K14112	0	0	0	0	0	0	0	0	0
K14113	0	0	0	0	0	0	0	0	0
K14114	0	0	0	0	0	0	0	0	0
K14115	0	0	0	0	0	0	0	0	0
K14116	0	0	0	0	0	0	0	0	0
K14117	0	0	0	0	0	0	0	0	0.728
K14118	0	0	0	0	0	0	0	0	0
K14119	0	0	0	0	0	0	0	0	0
K14120	0	0	0	0	0	0	0	0	0
K14121	0	0	0	0	0	0	0	0	0
K14122	0	0	0	0	0	0	0	0	0
K14123	0	0	0	0	0	0	0	0	0
K14124	0	0	0	0	0	0	0	0	0
K14125	0	0	0	0	0	0	0	0	0
K14126	0	0	0	0	0	0	0	0	0
K14127	0	0	0	0	0	1.174	1.581	0	0
K14128	0	0	0	0	0	0	0	0	0
K14153	0	0	1.613	0	0	0	0	0	0
K14155	6.614	21.295	7.394	2.453	10.091	12.149	19.128	3.285	0.985
K14170	5.665	11.946	13.096	1.335	0.45	4.901	11.878	2.518	0.5
K14187	2.706	0	0	0	0	0	0	0.19	0
K14188	0	13.176	2.232	0	0.326	0	0	0.482	0
K14260	2.872	1.256	7.452	0	1.245	2.717	1.755	2.475	0.462
K14261	1.459	0	0	0	0.267	0	0	0.128	0
K14274	0	0	0.75	0	11.459	3.929	0	1.641	0
K14287	2.79	0	0	0	0.167	0	0	0	0
K14347	2.924	0	0	0	0	0	0	0	0
K14348	1.808	0	0	0	0	0	0	2.331	0
K14392	0	5.127	0	0	0	0.335	0	0.946	0
K14393	0.254	0	0	0	0.8	0.753	0	0.511	0
K14396	0	0	0	0	0	0	0	0	0
K14414	7.811	0	0	0	0	0	0.444	0	0
K14415	0	0	9.148	3.087	4.748	1.006	1.647	20.992	0.343
K14441	5.243	2.598	26.895	46.476	50.921	37.296	16.629	43.486	3.528
K14445	0	4.703	5.708	0.586	0	2.008	0	5.423	1.381
K14475	0	0	0	0	0	0	0	0	0
K14534	3.435	2.85	5.948	1.487	1.615	4.035	12.336	0.932	6.135
K14540	0.452	7.328	2.002	0	1.314	10.88	3.136	0.195	0
K14561	0	0	0	0	0	0	0	0	0
K14563	0	0	0	0	0	0	0	0	0
K14564	0	0	0	0	0	0	0	0	0
K14574	0	0	0	0	0	0	0	0	0
K14587	0	0	0	0	0.662	0.262	0	0.853	0
K14588	1.18	0	0	0	0	0	0	0.315	0
K14591	1.368	0	1.191	0	0	0	0	0.434	0
K14623	2.638	0.674	4.188	2.176	9.772	5.997	0	3.257	0
K14645	0	0	0	0	0	0	0	0	0
K14652	4.451	26.343	40.073	69.866	90.618	36.581	15.18	87.49	4.708
K14653	0	0	0	0	0	1.027	0.701	0	0
K14654	0	0	0	0	0	0	0	0	0.291
K14656	0	0	0.155	0	0	0.641	0	0	0.502
K14682	0.806	0	0	0	0	0	0	0	0
K14731	0	0	2.289	0	0.714	2.174	0	0.256	0
K14742	2.188	0	0	0	0	0.56	0	1.229	0
K14744	2.86	0.309	0	0	0	0.218	0	0.145	0
K14761	7.011	6.311	3.758	1.144	5.198	0.708	0.887	2.026	1.609
K14762	1.003	0	0	0	0	0	0	0	0
K14822	0	0	0	0	0	0	0	0	0
K14941	0	0	0	0	0	0.917	1.451	0	0
K14977	4.508	0	0	0	0	0	0	0.253	0
K14982	0	0.864	1.377	0	0	0	0.391	0	0
K14983	0	3.079	0	0	0	0	0	0	0
K14988	0	1.709	0.8	0.791	0	0	1.024	0.82	0
K14989	0	0	0	0	0	0	0	0	0
K15024	0	0	0.494	0	0.968	0	0	0.61	0.902
K15034	0.338	0	0	0	1.037	0.638	0	0.248	0
K15051	0.709	5.071	2.802	0	0	0.632	3.885	0.291	0
K15125	0	0	0	0	0	0	0	0	0
K15153	0	0	0	0	0	0	0	0	0
K15256	4.668	0	0	0	0	0	0	0	0
K15257	6.703	0	0	0.502	0	0.186	0	0	0
K15268	4.081	0	0	0	0	0	0	0	0
K15269	0	0	0	0	0	0	0	0	0
K15342	3.373	1.296	9.454	0.53	0.695	4.38	7.782	0.659	1.291
K15371	0	0	0	0	0	0	0	0	0
K15372	0	1.503	5.271	0	0.55	12.224	0.594	2.329	0
K15383	0	0	0	0	0	0	0	0	0
K15396	0.488	0	0.1	0	0.141	0.186	0	0.135	0
K15429	0	0	0	0	0	0	0	0	0
K15448	0	0	0	0	0	0	0	0	0
K15449	0	0	0	0	0	0	0	0	1.359
K15460	0.074	0	1.305	7.077	47.509	5.199	0.802	22.922	0
K15461	5.025	0	0	0	0	0.435	0.397	0.316	0
K15509	0	0	0	0	0	0	0	0	0
K15515	0	0	0	0	0	0.498	0	0	0
K15520	0	0	0	0	0	0	0	0	0
K15524	0	0	0	0	0	0	0	0.647	0
K15531	0	1.284	0.285	0	0.685	2.609	6.731	7.697	0
K15532	0	1.213	0	0	0	0.336	0	4.615	0.323
K15533	0	0	0.84	0	0.278	0.352	0.275	0.507	0
K15536	0	0.297	0	0	0	0	0	0	0
K15539	0.88	0	0	0	0.451	0.179	0	0.511	0
K15540	0.638	0	0	0	0	0	0	0	0
K15545	1.244	0	0	0	0	0.167	0	0	0
K15547	0	0	0	0	0	0	0	0.245	0
K15548	1.355	0	0	0	0	0	0	0.354	0
K15549	1.865	0	0	0	0	0.403	0	0.21	0
K15550	2.145	0	0	0	0.32	0	0	0.599	0
K15551	0	0	0	0	0.278	0.722	0	0.142	0
K15552	0.977	0	0.279	0	0	0	0	0	0
K15553	2.264	0	1.591	0	0	0.559	2.101	0.793	0
K15554	5.161	0	1.959	0	0	0.335	3.414	0	0
K15555	4.332	0	0	0	0	0.568	0	1.17	0
K15576	0	0	0	0	0	0	0	0	0
K15577	0	0	0	0	0	0	0	0	0
K15580	4.89	8.597	10.421	3.464	0.156	14.44	10.098	1.91	2.457
K15581	2.384	3.663	10.629	0	4.148	5.691	0.755	5.374	2.553
K15582	2.745	0.62	3.226	0	1.294	2.712	5.701	1.655	0
K15583	3.826	6.476	0.773	1.126	0.796	0	5.236	0.471	0
K15584	2.007	0	0.907	0	0	0.272	0	0.998	0
K15585	0.385	0.972	0	0.677	0	0.869	0	0	0.712
K15586	2.49	0	0	0	0	0	0	0	0
K15587	3.534	0.9	0	0.291	0.152	0	0.361	0.634	0.31
K15598	0.413	0.324	0.6	0	0	8.059	0	0	0
K15599	0.53	0.67	0.902	0	0	10.175	0	0	0
K15600	0	0	1.046	0	0	8.311	0	0.229	0
K15633	16.743	5.204	37.426	95.72	130.196	71.176	25.568	89.93	8.273
K15634	4.998	0	0	0	0	0.864	0	0.931	0
K15635	0.471	0.169	2.086	0	0.77	12.226	1.797	0.485	0.392
K15722	5.891	0.32	0	0.811	0	0	0	0.899	0
K15723	2.91	0	0	0	0	0	0	1.612	0
K15724	6.24	0	0.313	0	0.477	0	0.632	0	0
K15725	0	0	0.544	0.744	13.22	4.034	0.405	2.021	0
K15726	0	0	13.542	4.204	38.518	4.223	3.227	38.96	0
K15727	0	0	0.231	0.947	4.441	0.213	0	5.684	0
K15731	0	0	0	0	0	0	0	0	0
K15735	1.652	0	0	0	0	0.296	0	0	0
K15736	2.43	0	0.51	0	0	0.092	0	0.373	0
K15737	0.229	0	0	0	0	0	0	0.781	0
K15738	1.413	7.93	1.151	0.287	14.967	8.149	2.014	1.809	0.547
K15770	0.273	17.047	1.546	0.394	0	9.374	1.806	0	0
K15771	0	4.012	2.254	0	0	0	0	0	0.411
K15772	0.945	14.769	12.562	1.596	0	14.027	2.333	6.268	0
K15773	2.009	0.251	0	0	0	0	0	0	0
K15777	2.083	0	0.332	0	0	0.917	1.886	0.484	0
K15778	0	0	0	0	0	0	0	0	0
K15827	7.383	0	0	0	0.276	0.602	0	1.139	0
K15828	6.264	0	0	0	0	0	0	0	0
K15829	0	0	0	0	0	0.461	0	0.238	0
K15830	7.317	0	0	0.425	0	0.313	0	0	0
K15831	0	0	0	0	0	0	0	0.232	0
K15832	3.789	0	0	0	0	0	0	0.335	0
K15833	9.64	0	0	0.777	1.013	1.283	0.804	0.943	0
K15834	3.661	0	0.237	0	0.482	1.048	0	0.69	0
K15835	4.012	0	0	0	0	0	0.45	0	0
K15836	0.809	0	0	0	0	0	0	0	0
K15855	0	0	0	0	0	0	0	4.601	0
K15860	0	0	0	0	0	0	0	0	0
K15865	0	0	0	0	0	0	0	0	0
K15866	2.811	0	0	0	0	0	0	0	0
K15868	0	0	0	0	0	0	0	0	0
K15869	0	0	0	0	0	0	0	0	0
K15871	0	0	0	0	0	0	0	0	0
K15872	0	0	0	0	0	0	0	0	0
K15876	0	0	13.329	46.736	5.177	2.064	2.674	17.715	0.351
K15888	0	0	0	0	0	0	0	0	0
K15894	0	0	0	0	0	0	0	0	0
K15895	0	0	0	0	0	0	0	0	0
K15896	0	0	0	0	0	0	0	0	0
K15897	0	0	0	0	0	0	0	0	0
K15898	0	0	0	0	0	0	0	0	0
K15899	0	0	0	0	0	0	0	0	0
K15904	0.282	0	0	0	0	1.245	0.966	0	0
K15910	0	0	0	0	0	0	0	0	0
K15912	0	0	0	0	0	0	0	0	0
K15913	0	0	0	0	0	0	0	0	0
K15914	0	0	0	0	0	0	0	0	0
K15915	0.169	0	0	1.507	0	0	0.933	0	0
K15921	0.644	0.336	0	0	0.228	19.249	0	0.276	0.678
K15922	3.353	2.619	0.446	0.425	0	3.348	0	2.228	0
K15923	12.336	6.876	2.736	6.627	26.718	12.959	2.837	24.065	6.933
K15924	0	0	0	0	0	0	0	5.014	0
K15974	0.164	0.282	0	0	0.584	3.681	0	0.239	0
K15977	8.031	0	7.265	6.113	38.185	6.587	3.6	34.658	2.916
K15984	0.221	0.24	1.37	0	0.532	0.511	0	0.457	0
K15986	1.292	9.535	19.73	1.121	1.129	5.274	5.79	2.901	1.039
K15987	0.539	1.336	28.648	51.228	13.817	16.533	7.169	32.847	1.994
K16011	0	0	0	0	0	0	0	0	0
K16012	1.073	2.727	0	0	0	0	0	0	0
K16013	1.849	1.948	0	0	0	0	0	0.626	0
K16052	3.878	0	0.514	1.007	9.403	5.004	2.382	0.537	0
K16053	2.887	0.334	0.98	5.439	35.103	8.177	2.578	14.847	0
K16066	3.048	0	0	0	0.233	0.383	0	0.233	0
K16074	4.362	0	0	0.742	0	0.337	0	0.249	0
K16077	0	0	0	0	0	0	0	0.66	0
K16079	0	0	4.822	0	0	0	0	0	0
K16087	0	0	0	0	0	0	0	0	0
K16088	2.061	0	0	0	0	0	0	0	0
K16089	1.003	0.219	2.132	4.52	65.515	14.466	5.775	37.347	0
K16090	0	0	0	0	0	0	0	0	0
K16091	1.216	0	0	0	0	0	0	0.16	0
K16092	2.441	0	0	0	0	0	2.548	0.219	0
K16135	0.613	0	0	0	0.837	0	0	0	0
K16136	1.908	0	0	0	0	0	0	0	0
K16137	3.408	0.349	0	0	0	0	0	0.559	0
K16138	5.017	0	0	0	0	0.515	0.574	0.932	0
K16139	0	0	0	0	0.469	0.303	0	0	0
K16140	0.91	0	0	0	0	0	0	0.311	0
K16147	0	0.21	1.481	0	0.904	0	0.401	0.601	0
K16148	0	0.698	0	0	0.352	1.893	4.917	0.418	0
K16149	0	0	0	0	0	0	0	0	0
K16153	0	0	0.968	0.518	72.717	6.92	0.976	8.01	3.562
K16169	0	0.785	0	0	0	0	0	0	0
K16176	0	0	0	0	0	0	0	0	0
K16188	0	0	0	0	0	0	0	0	0
K16203	0	0	0	0	0.543	0	0	0	0.73
K16209	0	2.764	0	0	0.307	0	1.411	1.117	0
K16210	0	0	0	0	0	0	0	0	0
K16211	0	0	0	0	64.915	7.936	1.94	6.902	0
K16212	2.018	1.791	0	1.112	6.119	8.7	0	0.2	0.288
K16213	1.137	6.934	3.982	0	2.764	0.131	0.994	0.974	0.937
K16214	0	0	0	0	0	0	0	0	0
K16235	0	0.174	0	0	0.267	0	1.296	0.687	0
K16248	0.361	0	0	0.37	0	0	0	0	0
K16263	4.27	0	0.172	0	0	0	0	0.711	0
K16264	3.827	1.79	0	0	2.028	1.306	1.643	0.408	0
K16291	2.413	0	0	0	0	0	0	0	0
K16299	0	0	0	0	0	0	0	0	0
K16301	0	0	0	0	0.433	0.502	0	0.475	0
K16306	0	0	0	0	0	0	0	0	1.014
K16321	1.675	0	0	0	0	0.172	0	0	0
K16322	5.602	0	0	0	0.432	0	0	0.687	0
K16323	0	4.047	0	0	0	0	0	0	0
K16325	4.81	0	0	0	0	0	0	0.168	0
K16326	1.202	0	0	0	0	0.231	0	0.209	0
K16328	2.392	0.601	0.403	0.358	0	0.163	0	0	0.818
K16329	7.122	0.696	3.754	0.438	0	4.225	5.43	0.858	5.896
K16345	1.841	0	1.032	0	1.954	13.747	0	1.07	0
K16346	1.929	0	0	0	0	0	0	0	0
K16347	0	0	0	2.61	0	0	0	1.558	0
K16348	0	0	0	0	0	0	0	0	0
K16363	1.882	5.271	23.389	50.096	42.721	21.86	5.653	58.793	0.562
K16370	0.439	0	0	0.195	0.26	0	0	0.711	0
K16371	0	0	0	0	0	0	0	0	0
K16435	0	0	0	0	0	0	0	4.215	0
K16509	0	6.338	1.403	0.609	0	0	1.754	0	0
K16511	0.866	11.952	14.352	0.644	0.654	4.622	1.719	3.824	0
K16650	0	0	0	0	0	0	0	0	0
K16651	0.26	0	0	0	0	0	0	0	0
K16692	1.051	0	0.079	0	0	0.126	0	0	0
K16693	7.001	0	0	0.451	0.558	0	1.107	0.252	0
K16695	0	0	0	0	0	0	0	0	0
K16698	0	0	0	0	0	0	0	0	0
K16703	0	0	0	0	0	0	0.479	0.151	0
K16704	3.38	0	0.307	0	0	0.206	0	0.131	0
K16710	0	0	0	0	0	0	0	0	0
K16711	0	0	0	0	0	0	0	0	0
K16783	0	0	0	0	0	0	0	0	0
K16784	0	0.207	1.28	0	0	0	0	0	0
K16785	15.432	27.089	45.14	22.327	9.268	45.743	50.893	18.524	21.65
K16786	4.751	17.199	15.219	4.596	2.8	20.332	31.541	7.131	3.973
K16787	4.233	16.7	12.509	2.672	3.379	26.938	31.775	7.638	2.956
K16788	0	0	0	0	0	0	0	0	0
K16789	0	3.691	0	0	0.934	0	2.786	0	0
K16792	0	0	0	0	0	0	0	0	0
K16793	0	0	0	0	0	0	0	0	0
K16839	0	0	0	0	0	0	0	0	0
K16840	0	2.298	0	0	0	0	0	0	0
K16841	0.234	0	0	0	0	0	0	0	0
K16842	0	0	0	0	0	0	0	0	0
K16845	0	0	0	0	0	0	0	0	0
K16846	0	0	0	0	0	0	0	0.294	0
K16849	0	0	0	0	0	0	3.178	0.985	0
K16850	0.34	0	0	0	0	0.502	1.712	0.675	0.381
K16868	3.151	0.816	0	0.458	0.239	0	0.356	0.214	0
K16881	0	0	0	0	0	0	0	0	0.429
K16898	1.248	16.602	5.834	0.637	0	10.873	7.705	0.297	0
K16899	0.843	15.49	4.725	1.561	0	12.354	10.268	0.356	0
K16905	0	0	0	0	0	0	0	0	0
K16907	0	0	0	0	0.693	0	0	0	0
K16915	0	0	0.186	0.323	0	0	0	0	0
K16923	0	3.969	0.329	0.269	0	0	0	0	0
K16924	0	1.061	2.256	0	0	1.316	0.629	0.624	0.777
K16925	0.338	1.393	3.161	0	0	3.099	10.9	2.123	0
K16926	0	1.342	1.937	0.93	0.786	3.38	6.316	0.506	0
K16927	0.292	0	5.411	0	0	1.361	0	0.756	0.295
K16928	0	0	0	0	0	0.397	3.203	0	0
K16936	0	0	0	0.848	4.807	0.204	0	0.29	0.782
K16937	0	0	0	0.848	4.807	0.204	0	0.29	0.782
K16950	0	0	0	1.708	0	0	5.145	0.345	0
K16951	0	0	0	0	0	0.275	3.35	0.535	0
K16957	0	1.163	0	0	0	0.559	0.654	0	0
K16959	0	0.739	0	0	0	1.019	0.333	0	0
K16960	0	0	0	0	0	0.424	0	0	0
K16961	0	0	0	0	0	0	0	0	0
K16962	0	0	0	0	0	0	0	0	0
K17073	0	8.097	0	0	0	0	0	1.371	0
K17074	0	8.097	0	0	0.769	0.228	0	0	0
K17076	2.333	1.446	3.735	0.299	0.973	0.483	3.058	1.201	3.745
K17103	2.385	1.351	15.417	7.269	38.879	16.739	8.084	20.746	0
K17104	0	0	0	0	0	1.559	0.844	0	0
K17105	0	0	0	0	0	0.87	0.636	0	0
K17108	0	0	0	0	0	0	0	4.83	0
K17195	3.166	0	2.962	0	0.482	1.24	0.597	0.216	0
K17203	0	0	0	0	0	0	0	0	0
K17213	0	0.336	0	0	0	0	0.309	0	0
K17214	0	0	0	0	0	0	0	0	0
K17215	0	0	0	0	0	0	0	0	0
K17218	0	0	0	0	0	0	0	0	0
K17228	0	0	0	0	0	0	0	0	0
K17234	0	0	0.389	0	0	0	0	0.186	0
K17235	0	0	0.425	0	0	0.137	0.598	0	0
K17236	0	0.254	0.565	0	0	0	0	0.129	0.287
K17247	8.367	0	0	0	0	0	0	0.765	0
K17248	0	0	0	0	0	0	0	0	0
K17249	0	0	0	0	0	0	0	0	0
K17250	0	0	0	0	0	0	0	0	0
K17318	0.554	2.956	5.628	1.986	0.382	0.3	4.149	3.541	1.433
K17319	2.612	9.628	16.022	25.075	1.301	3.454	9.867	12.372	1.534
K17320	0	2.259	10.326	1.021	0.245	1.914	6.148	3.964	0
K17326	0	0	0	0	0	0	0	0.58	0
K17329	0	0	0	0	0	0	0	0	0
K17331	0	0.381	0	0	0.579	0	0.479	0.761	0
K17363	0	0	0	0	0	0	0	0	0
K17463	0	0	0	0	0	0	0	0	0
K17464	0	0	0	0	0	0	0	0	0
K17468	0	0	0	0	0	0	0	0	0
K17473	0	0	0	0	0	0	0	0	0
K17488	0	0	0	0	0	1.33	0.732	0	1.082
K17624	0	0	0	0	0	0	0	0	0
K17675	0	0	0	0	0	0	0	0	0
K17680	0	0	0.199	0	26.486	0	0	6.835	0
K17686	0.78	0.773	0	1.14	0	10.961	8.687	0.982	0
K17713	3.081	0	0	0	0	0	0	0.495	0
K17716	0	0	0	0	0	7.784	0.31	0.396	4.57
K17722	3.882	0	2.609	0	0.458	0.991	0	0.991	0
K17723	2.521	0.519	2.28	0	0.763	12.544	1.245	1.227	0
K17733	0	0	0	0	0.243	0	0	5.132	0
K17734	0	0	0.426	0	0.188	0.496	0	0	0
K17735	0	0	0	0	0	0.169	0	0	0
K17758	8.091	10.996	17.151	6.804	24.58	23.908	14.837	24.773	1.161
K17759	8.091	12.505	17.151	6.804	24.58	23.908	13.783	24.773	1.161
K17810	0.232	1.351	0.419	0	0.366	1.239	3.866	0.131	0
K17828	6.332	18.098	35.959	48.919	49.299	41.668	17.461	63.343	4.373
K17830	0	0	0	0	0	0.669	1.056	0	0.724
K17836	0.66	0	0	0.731	3.524	3.146	4.724	0.819	0
K17837	0	0	0	0	0	0	0	0.342	0
K17865	0	0	0	0	1.144	0.191	0	1.057	1.641
K17870	0	0	0	0	0	0	0	0	0
K17871	0	0	0	0	0	0	0	0	0
K17884	0	0	0	0	0	0	0	0	0.742
K17899	0	0	0	0	1.316	0	0	0	0
K17900	0	0	0	0	0	0	0	0	0
K17910	0	0	0	0	0	0	0	0	0
K17938	4.757	0	0	0.386	0	0	0	0.108	0
K17948	1.991	0	0	0	0.169	0.393	0	0.411	0
K17992	0	0	1.148	0	11.448	13.207	0	1.262	0
K18008	0	0	0	0	0	0	0	0	0
K18011	0.905	0	0	0	1.257	1.604	0	0.786	0
K18012	0	0	0	0	0.802	0	0	0.366	0
K18013	0	0	0.374	0	0.832	0.938	0	0.333	0
K18014	0.644	0.422	6.181	0.321	3.346	5.815	0	0.237	0
K18104	0	0	0	0	0	0	0.775	0	0
K18118	0.419	0	0	0	0.445	0	0	0	0
K18119	0	0	0	0	0	0	0	0	0
K18120	0.362	0.755	0	1.244	0	0	6.453	0	0
K18122	0	0	0	0	0	0	0	0	0
K18123	0	0	0	0	0	0	0	0	0
K18136	0	0	0	0	0	0	0	0	0
K18138	1.851	0	0	0	0	2.617	0	0	0
K18139	0	0	0	0	8.18	5.343	1.936	0	0
K18140	2.152	0	0	0	0	0	0	0.134	0
K18141	6.839	0	0	0.941	0	0.129	0	0	0
K18142	5.276	0	0	0	0	0	0.524	0	0
K18146	0	0	0	0	0	0	0	0	0
K18197	0	0	0	0	0	0	0	10.135	0
K18205	0	0	0	0	0.586	0	2.717	1.566	0
K18206	0	0	0	0	0.424	0	0.421	0.682	0
K18209	0	0	0	0	0	0	0	0	0
K18210	0	0	0	0	0	0	0	0	0
K18214	0	0	0	0	0	0	0	0	0
K18220	47.437	62.685	152.174	78.43	22.296	67.149	77.678	23.449	56.039
K18221	25.192	34.874	4.451	52.993	15.961	1.865	8.861	3.353	30.286
K18234	6.557	0	1.947	0	5.43	6.303	1.186	11.232	1.179
K18236	0	0	0	0	0	0	0	0	0
K18237	0	0	0	0	0	0	0	0	0.467
K18244	0	0	0.801	0	0	0	0	0	0
K18284	0	0	0	0	0	0	0	0	0
K18285	0	0	0	0	0	0	0	0	0
K18302	0	0	0	0	0	0.611	0.865	0	0
K18303	0	0	0	0	0	0.611	0.821	0	0
K18324	0	0	0	0	0	0.217	0	0.157	0
K18325	0	0	0	0	0	0	0	0	0
K18326	1.079	0	0	0	0	0.304	0	0.531	0
K18330	0.266	0	3.613	3.836	5.69	7.354	2.11	7.522	0
K18331	3.947	0.684	7.832	0	1.567	13.027	0.817	2.176	5.365
K18332	1.062	0	17.488	33.799	7.066	18.107	3.738	37.858	1.057
K18333	0	0	0	0	0	0	0	0	0
K18334	0	0	0	0	0	0	0	0	0
K18335	0	0	0	0	0	0	0	0	0
K18344	0	0	0	0	0	0	0	0	0
K18345	0	0	0	0	0	0	0	0.483	0
K18346	0	0	0	0	0	0	0	0	0
K18348	0	0	0	0	0	0.372	0	0	0
K18349	3.921	1.438	4.048	0	0.929	3.629	4.251	0.832	1.24
K18350	0	0	0	0	0	0	0	0	0
K18369	4.095	4.654	2.099	1.15	0.628	1.455	5.864	0.702	9.123
K18429	0	0	0	0	0	0	0	0	0
K18430	0	0	0	0	0	0	0	0	0
K18431	0	0	0	0	0	0	0	0	0
K18446	4.601	0	0	0	0	0	0	0.241	0
K18471	5.879	0.697	0.57	1.125	0	0.303	0	0.247	0
K18474	0	0	0	0	0	0	0	0	0
K18475	0.624	0.709	5.08	0.89	0.451	12.78	5.402	0.686	0
K18478	7.272	0	0	0.441	0	0	0.342	0.519	0
K18479	3.137	0	0	0	0	0	0	0.594	0
K18480	0	0	0	0	0	0	0	0	0
K18530	0.619	0	0	0	0	0	0	0	0
K18531	3.545	0	0	0	0	0	0	0	0
K18532	0	0	0	0	0	0	0	0	0
K18552	0	0	0	0	0	0	0	0	0
K18581	0	0	0.581	0.279	0	0	0	0.178	0
K18589	9.922	0	0	1.047	0	0	0	0	0
